country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;mobile_car_sport
Italy;8/11/1974;Private;High School;Divorced; Female;37,5;5132;1804;true;Others, Volkswagen, Tennis
Portugal;6/13/1984;Public;Bachelors;Divorced; Male;20,5;8247;653;true;Samsung, Ford, Non
Italy;6/15/1978;Public;Bachelors;Married; Male;19;5139;600;false;Samsung, BMW, Basketball
Spain;5/13/1983;Public;Doctorate;Divorced; Male;33;4661;1764;true;iPhone, Seat, Football
Portugal;1/19/1991;Private;Masters;Married; Male;25,5;6708;1695;true;Samsung, Volkswagen, Basketball
Spain;5/21/1978;Unknown;Bachelors;Married; Female;23,5;4558;918;false;Iphone, Others, Basketball
Italy;11/30/1978;Public;Doctorate;Separated; Male;27;91007;3818;false;Samsung, Others, Non
Italy;8/23/1983;Public;Bachelors;Divorced; Male;13;4795;309;true;Iphone, Honda, Basketball
Spain;12/15/1975;Private;Bachelors;Married; Female;20,5;9492;1377;false;Iphone, Audi, Non
Spain;9/5/1983;Self Employed;High School;Married; Male;23;9006;1327;false;Samsung, BMW, Non
Germany;4/22/1986;Private;Doctorate;Married; Male;20;4592;1349;false;Others, Audi, Non
France;7/24/1972;Private;Masters;Never Married; Male;22,5;3830;1000;true;iPhone, Others, Non
France;4/3/1970;Private;Bachelors;Married; Male;28;9781;1756;true;iPhone, Others, Non
Portugal;8/18/1980;Unknown;Bachelors;Married; Male;30;33278;4514;false;Samsung, Others, Non
France;10/2/1971;Self Employed;Bachelors;Never Married; Male;16,5;8535;393;true;iPhone, Others, Non
France;8/20/1981;Unknown;High School;Separated; Male;17;7316;1479;false;iPhone, Volkswagen, Non
France;3/15/1982;Private;High School;Married; Female;30;4825;1231;false;iPhone, Ford, Basketball
Portugal;9/29/1987;Private;High School;Never Married; Male;25;33620;6486;false;Samsung, Seat, Non
France;9/29/1987;Private;Bachelors;Married; Female;26;9832;652;false;Samsung, Audi, Football
Italy;6/24/1980;Unknown;Masters;Married; Female;19;6686;702;false;Iphone, Others, Non
France;6/29/1983;Self Employed;Masters;Divorced; Male;36,5;6076;596;false;Samsung, Others, Non
Spain;8/9/1985;Private;Bachelors;Married; Male;39,5;8464;1209;true;Samsung, BMW, Tennis
France;11/18/1985;Unknown;Masters;Separated; Male;17,5;23761;2873;true;iPhone, Honda, Football
Germany;2/10/1974;Private;Bachelors;Married; Male;31,5;4911;695;true;iPhone, Audi, Football
Italy;2/28/1972;Unknown;Masters;Married; Male;38;6092;1284;false;Iphone, Volkswagen, Non
Germany;11/15/1984;Private;High School;Married; Male;10;7153;455;true;Iphone, Audi, Basketball
Portugal;12/4/1977;Public;Bachelors;Married; Male;30;7503;1209;false;iPhone, Ford, Non
France;10/22/1971;Private;High School;Married; Male;32,5;8193;1913;false;iPhone, Audi, Non
Spain;10/19/1970;Unknown;Bachelors;Never Married; Male;17,5;8179;1022;false;iPhone, Audi, Paddle
Portugal;3/11/1985;Self Employed;Masters;Divorced; Male;11,5;6118;379;true;iPhone, BMW, Non
Germany;4/1/1970;Unknown;Bachelors;Married; Female;23,5;20387;4781;false;iPhone, Others, Non
Spain;11/2/1986;Self Employed;Doctorate;Married; Male;39;9727;1866;false;Samsung, Others, Non
Spain;1/20/1981;Unknown;Bachelors;Never Married; Male;32,5;64620;5335;true;Samsung, BMW, Non
France;8/4/1989;Unknown;Doctorate;Married; Female;35,5;6972;754;true;iPhone, Others, Non
Germany;12/10/1975;Private;Doctorate;Never Married; Male;25;8276;1040;true;Others, BMW, Football
Portugal;8/22/1987;Public;Bachelors;Separated; Male;10,5;5039;311;false;iPhone, Seat, Non
Spain;8/9/1983;Public;Bachelors;Never Married; Male;19;3768;1801;false;Samsung, Others, Non
France;12/18/1985;Private;Bachelors;Divorced; Female;28;4096;1894;false;iPhone, Others, Tennis
Portugal;12/20/1971;Self Employed;Bachelors;Divorced; Male;34,5;5930;1580;false;iPhone, Ford, Non
Spain;2/9/1974;Private;Bachelors;Divorced; Female;34;84943;3449;false;iPhone, Others, Basketball
Germany;10/5/1971;Private;Doctorate;Separated; Male;27,5;5004;1159;false;Samsung, Others, Non
France;8/8/1976;Public;Bachelors;Divorced; Male;24;8327;1778;false;Samsung, Others, Paddle
France;11/9/1981;Self Employed;Bachelors;Married; Male;31,5;13383;1795;false;iPhone, Others, Basketball
Germany;4/7/1975;Self Employed;Bachelors;Separated; Male;17;8110;1113;false;iPhone, Volkswagen, Football
France;11/23/1980;Private;Masters;Never Married; Male;30;7961;942;true;iPhone, Audi, Tennis
Portugal;6/25/1974;Unknown;Bachelors;Married; Female;35;7544;1070;false;Samsung, Volkswagen, Non
Germany;11/22/1989;Unknown;Bachelors;Divorced; Female;32,5;4906;1168;true;Iphone, Audi, Non
Germany;10/10/1970;Self Employed;High School;Separated; Male;30;3024;1042;true;iPhone, Audi, Basketball
Spain;2/25/1982;Unknown;Bachelors;Divorced; Male;17;4019;945;true;Others, Others, Non
Italy;7/14/1990;Self Employed;Doctorate;Married; Male;19;39494;5836;false;iPhone, Others, Non
Spain;7/25/1986;Self Employed;High School;Married; Male;33,5;38138;2406;false;Others, Ford, Non
Italy;5/18/1989;Self Employed;High School;Married; Male;22,5;4425;1345;false;Iphone, Audi, Paddle
Spain;10/30/1973;Unknown;Bachelors;Married; Female;8;9741;471;false;iPhone, Honda, Basketball
Spain;3/3/1981;Private;High School;Married; Male;36;4866;1543;true;iPhone, Others, Basketball
Germany;6/17/1990;Unknown;Bachelors;Married; Female;36,5;19908;1164;true;iPhone, Volkswagen, Football
Germany;8/10/1973;Public;Bachelors;Married; Male;12;7242;496;true;Iphone, Others, Basketball
Germany;3/10/1971;Public;Doctorate;Married; Male;6,5;9282;337;true;Iphone, Audi, Non
Spain;1/30/1984;Public;Bachelors;Married; Male;18;21539;3671;false;Iphone, Volkswagen, Non
Germany;12/9/1987;Self Employed;Masters;Married; Male;24;9257;611;true;Others, Others, Non
Germany;5/11/1988;Private;Bachelors;Divorced; Female;16,5;5047;447;false;iPhone, Others, Basketball
France;5/13/1970;Self Employed;Doctorate;Never Married; Male;9;4279;383;false;iPhone, Others, Non
France;2/18/1989;Public;Masters;Divorced; Male;35;3435;1477;true;Others, Honda, Non
Germany;11/16/1972;Private;Bachelors;Married; Female;28;5871;1633;false;Others, Ford, Non
Portugal;12/26/1989;Public;Bachelors;Married; Female;33;88575;6251;false;Samsung, Honda, Paddle
Germany;8/8/1974;Self Employed;High School;Never Married; Male;24;65002;2890;false;Samsung, Others, Non
Spain;8/16/1987;Unknown;Bachelors;Married; Female;6;7942;381;true;Samsung, Others, Football
Italy;11/8/1976;Self Employed;Bachelors;Married; Male;23;6116;1558;false;iPhone, Others, Non
Germany;7/9/1980;Private;Bachelors;Never Married; Male;18;8265;798;false;Samsung, Honda, Tennis
Spain;11/11/1978;Self Employed;Bachelors;Married; Male;18;19367;1072;false;iPhone, Others, Basketball
Spain;11/24/1977;Unknown;Bachelors;Separated; Male;31;34027;5795;true;Iphone, Others, Non
Spain;7/12/1984;Self Employed;Bachelors;Never Married; Male;38,5;4825;1132;false;iPhone, Seat, Paddle
Spain;8/4/1988;Self Employed;Doctorate;Married; Male;8,5;9404;471;true;iPhone, Seat, Non
Portugal;11/8/1981;Public;Bachelors;Married; Male;19,5;6880;672;false;Samsung, Others, Non
Germany;8/28/1980;Public;High School;Divorced; Male;28;10562;807;true;iPhone, Honda, Basketball
Spain;7/22/1980;Public;Bachelors;Married; Male;38,5;37606;6845;false;iPhone, Others, Football
Portugal;6/6/1983;Private;Bachelors;Married; Female;36;7804;1951;true;iPhone, Honda, Non
Spain;7/27/1972;Unknown;Masters;Married; Female;40;33202;5944;true;iPhone, Ford, Basketball
Italy;12/17/1989;Self Employed;Bachelors;Married; Male;23,5;6195;1277;true;Samsung, Volkswagen, Non
Italy;3/27/1988;Unknown;High School;Never Married; Female;24;4425;1332;true;Iphone, Seat, Non
Germany;7/2/1974;Unknown;Bachelors;Never Married; Male;35;11800;921;false;Samsung, Audi, Non
Italy;9/3/1981;Self Employed;Bachelors;Divorced; Female;18;4446;1563;false;iPhone, Others, Paddle
Germany;1/18/1974;Self Employed;Doctorate;Married; Male;32,5;7142;680;false;iPhone, Audi, Non
Spain;1/24/1982;Private;Bachelors;Married; Male;30,5;8709;1389;false;Iphone, Others, Basketball
France;3/17/1990;Self Employed;Bachelors;Divorced; Male;31;8155;626;true;iPhone, Others, Tennis
France;1/19/1984;Public;High School;Married; Female;25;9682;1381;false;Samsung, Volkswagen, Tennis
Spain;5/13/1978;Self Employed;Bachelors;Married; Male;31,5;3182;1786;true;Samsung, Others, Football
Italy;1/12/1983;Self Employed;High School;Separated; Male;22,5;6530;1558;false;Samsung, Others, Tennis
Spain;5/18/1976;Self Employed;Doctorate;Married; Male;19;4714;1646;false;Samsung, BMW, Football
Portugal;2/18/1977;Public;Bachelors;Married; Male;39,5;8904;1474;true;Iphone, Others, Non
Italy;1/9/1977;Private;High School;Married; Male;33;3509;1199;false;iPhone, Others, Non
Spain;10/14/1974;Public;Masters;Separated; Female;32,5;8671;1687;false;iPhone, Seat, Non
Spain;2/11/1978;Unknown;Doctorate;Married; Male;24,5;9455;874;false;Others, Volkswagen, Tennis
Germany;10/2/1971;Unknown;Bachelors;Divorced; Male;36;4150;1930;false;Samsung, BMW, Basketball
Spain;8/22/1982;Unknown;Bachelors;Married; Male;23,5;4140;1180;false;Samsung, Audi, Non
France;3/22/1985;Self Employed;Bachelors;Separated; Female;11;7550;462;true;iPhone, Seat, Basketball
Spain;3/5/1972;Private;Bachelors;Divorced; Female;22;6419;1747;false;Samsung, Others, Basketball
Portugal;8/18/1985;Unknown;Bachelors;Married; Male;40;74404;2247;true;Samsung, Others, Non
Italy;12/19/1981;Self Employed;Bachelors;Married; Male;26,5;8621;1222;true;iPhone, Others, Non
Italy;2/7/1986;Private;Doctorate;Married; Male;35,5;3096;1764;false;iPhone, Seat, Non
France;5/22/1983;Unknown;Bachelors;Married; Male;36,5;3821;1750;false;Samsung, Others, Non
Spain;4/3/1976;Self Employed;High School;Married; Female;30,5;6895;772;false;Others, Volkswagen, Non
Italy;6/3/1989;Private;Bachelors;Never Married; Female;37,5;7115;1523;false;Samsung, Honda, Basketball
France;11/20/1972;Public;Bachelors;Married; Male;22,5;16029;1120;true;Iphone, Others, Basketball
Germany;1/20/1979;Private;High School;Married; Male;30,5;38113;6232;false;iPhone, Others, Paddle
Portugal;2/21/1991;Self Employed;Bachelors;Married; Male;8,5;8288;412;true;iPhone, Honda, Non
France;9/28/1972;Self Employed;Bachelors;Separated; Male;23;7727;1652;false;iPhone, Others, Basketball
Portugal;10/20/1982;Unknown;High School;Never Married; Male;27,5;9470;544;false;iPhone, Ford, Non
Germany;8/10/1983;Private;Bachelors;Never Married; Male;27,5;5891;553;true;Samsung, Seat, Basketball
France;11/28/1981;Self Employed;Masters;Married; Male;35,5;3737;1667;false;iPhone, Others, Paddle
France;6/17/1975;Public;Bachelors;Married; Male;16,5;5635;1966;false;Others, Seat, Football
Germany;3/2/1973;Private;Bachelors;Married; Female;30,5;9830;1855;false;Others, Honda, Non
Italy;8/17/1972;Unknown;Bachelors;Married; Male;17,5;6026;769;false;Samsung, Ford, Non
Italy;4/16/1985;Public;Bachelors;Married; Male;38;8018;1010;false;Samsung, Others, Tennis
France;4/13/1979;Unknown;Bachelors;Married; Female;22,5;38199;5420;true;iPhone, Others, Non
France;9/3/1988;Self Employed;Bachelors;Married; Male;35;6597;939;false;Samsung, BMW, Tennis
Italy;6/26/1977;Self Employed;Bachelors;Separated; Male;19;8079;833;false;Samsung, Volkswagen, Tennis
Italy;9/1/1971;Private;Masters;Married; Male;17,5;6986;1850;false;Samsung, Others, Basketball
Spain;5/8/1989;Self Employed;Bachelors;Married; Male;23;7856;1870;false;Samsung, Audi, Non
Spain;1/12/1971;Self Employed;Bachelors;Married; Male;26;45497;2294;false;Iphone, Volkswagen, Non
Spain;6/3/1988;Unknown;High School;Married; Male;35,5;8574;1832;true;iPhone, Volkswagen, Basketball
Portugal;6/16/1973;Public;Bachelors;Divorced; Male;28,5;9091;1399;true;Others, Volkswagen, Non
Italy;12/7/1984;Public;Doctorate;Married; Female;36;9847;1737;true;Samsung, BMW, Non
Germany;2/19/1976;Unknown;Bachelors;Married; Male;38,5;6553;1434;true;Others, Others, Non
Portugal;10/11/1976;Self Employed;Doctorate;Never Married; Male;37,5;35245;4655;false;iPhone, Honda, Non
Italy;1/2/1974;Self Employed;High School;Married; Male;30,5;6695;1802;false;Samsung, Others, Non
France;12/21/1974;Private;Bachelors;Married; Female;24;8917;918;false;iPhone, Volkswagen, Non
Spain;6/6/1988;Self Employed;Bachelors;Married; Male;21;6537;924;true;Samsung, Others, Football
Spain;10/1/1978;Self Employed;High School;Married; Male;28,5;4705;776;false;Others, Others, Basketball
Germany;1/17/1971;Private;Doctorate;Never Married; Female;36;3156;1189;false;iPhone, Audi, Non
Italy;6/7/1988;Self Employed;Bachelors;Married; Male;30;7842;1635;true;iPhone, Others, Non
Spain;7/9/1972;Unknown;Doctorate;Separated; Male;31,5;23998;6816;false;Others, Others, Football
Germany;7/12/1974;Private;Bachelors;Never Married; Male;14,5;4614;360;false;iPhone, Others, Football
Portugal;1/29/1974;Unknown;Masters;Married; Male;33,5;9603;545;false;Samsung, Others, Paddle
Germany;8/13/1977;Unknown;High School;Married; Female;35,5;3438;1654;false;iPhone, Others, Non
Germany;10/15/1981;Public;Doctorate;Never Married; Male;20,5;61182;5870;true;iPhone, Ford, Basketball
France;11/5/1982;Unknown;High School;Divorced; Female;33;25955;3354;true;iPhone, Volkswagen, Football
Portugal;4/28/1985;Unknown;High School;Separated; Male;36;3547;563;true;Iphone, Others, Non
Spain;4/15/1979;Private;Bachelors;Married; Male;25,5;29822;4691;false;Samsung, Ford, Football
Spain;2/15/1978;Private;High School;Married; Male;30,5;5519;1226;false;Iphone, Others, Football
Portugal;6/16/1985;Private;High School;Married; Female;39,5;9339;1543;false;iPhone, Others, Basketball
Italy;5/3/1977;Self Employed;High School;Married; Female;33;69302;6029;false;iPhone, Others, Paddle
Spain;9/27/1983;Private;Masters;Married; Female;4,5;5807;463;false;Samsung, Others, Football
Italy;3/30/1972;Public;High School;Married; Male;35;3872;721;true;iPhone, Others, Basketball
Spain;10/12/1986;Private;Doctorate;Separated; Male;34,5;6316;1218;false;iPhone, Others, Tennis
Spain;2/21/1983;Self Employed;Doctorate;Divorced; Male;20,5;7168;535;false;Samsung, Audi, Non
Germany;9/16/1981;Self Employed;High School;Married; Male;27;6130;657;true;iPhone, Others, Non
Germany;9/1/1979;Self Employed;High School;Never Married; Female;31,5;9904;1767;false;iPhone, Volkswagen, Paddle
Italy;1/14/1975;Private;High School;Married; Female;37;24781;3104;false;Iphone, Others, Paddle
Germany;3/31/1971;Private;Masters;Separated; Female;19;6770;1990;false;iPhone, Others, Tennis
Spain;11/12/1990;Public;Bachelors;Separated; Male;40;3665;1942;false;iPhone, Others, Football
Italy;5/13/1971;Self Employed;High School;Never Married; Female;32;4914;1742;false;iPhone, Others, Basketball
Portugal;8/21/1978;Unknown;Bachelors;Never Married; Male;19;4588;1716;true;Others, Audi, Non
Germany;6/9/1984;Unknown;Bachelors;Married; Male;35,5;25655;2103;true;iPhone, Others, Basketball
Germany;3/17/1978;Unknown;Bachelors;Married; Male;29;9536;1026;true;Others, Others, Basketball
France;12/24/1980;Public;Bachelors;Married; Female;30,5;4694;1846;true;iPhone, Others, Paddle
Spain;6/8/1975;Private;Doctorate;Separated; Female;27;6630;1178;false;Others, Audi, Non
Germany;10/5/1979;Private;Masters;Never Married; Male;19;7461;1567;false;Samsung, Others, Non
Germany;6/26/1973;Unknown;High School;Married; Male;20,5;5894;1194;true;Iphone, Others, Non
France;8/24/1988;Unknown;Bachelors;Married; Female;30,5;6392;1451;false;Iphone, BMW, Football
France;2/25/1985;Unknown;Masters;Married; Male;35;7690;1183;false;Samsung, Audi, Football
Italy;12/22/1976;Public;Bachelors;Divorced; Female;33;8880;947;true;iPhone, Others, Tennis
France;11/9/1972;Public;Masters;Married; Male;21,5;9434;1835;true;iPhone, Seat, Basketball
Spain;9/11/1986;Public;Bachelors;Divorced; Male;35,5;7027;850;false;Iphone, Others, Non
Spain;4/6/1982;Public;Bachelors;Divorced; Female;31;6806;851;false;iPhone, Others, Non
Portugal;1/3/1991;Public;High School;Divorced; Male;33,5;7539;1156;false;iPhone, Honda, Non
France;2/17/1990;Self Employed;Bachelors;Separated; Female;22,5;6421;866;true;Others, Others, Non
France;9/6/1987;Unknown;Bachelors;Married; Male;35,5;95352;2006;true;Others, Volkswagen, Non
Italy;2/17/1974;Private;Bachelors;Never Married; Female;35;27550;3278;true;Iphone, Volkswagen, Basketball
Spain;10/7/1983;Public;High School;Married; Female;24,5;3984;1106;false;Others, Others, Basketball
Germany;3/13/1985;Unknown;Bachelors;Married; Male;20;7779;1520;false;iPhone, Others, Non
Germany;4/9/1975;Unknown;Bachelors;Married; Male;9;9502;436;false;iPhone, Others, Basketball
Italy;9/13/1971;Self Employed;Bachelors;Married; Male;37,5;9836;606;true;Others, Others, Tennis
Portugal;8/16/1977;Unknown;Bachelors;Married; Male;27,5;9570;1155;false;iPhone, Honda, Tennis
Italy;9/7/1974;Unknown;Bachelors;Separated; Male;27;3960;522;false;Iphone, Volkswagen, Basketball
Italy;8/6/1985;Self Employed;High School;Married; Male;29;8791;1516;false;Iphone, Audi, Basketball
Germany;2/24/1973;Unknown;Bachelors;Separated; Male;40;10984;1019;false;iPhone, Others, Football
Spain;12/15/1975;Public;Bachelors;Married; Male;20;6729;1335;false;Iphone, Others, Football
Italy;3/21/1977;Self Employed;High School;Married; Male;20;9988;667;true;iPhone, Others, Non
France;10/9/1978;Unknown;Doctorate;Married; Female;26;92885;4771;true;iPhone, Others, Basketball
France;2/23/1977;Self Employed;High School;Divorced; Male;25;40161;6918;true;iPhone, Ford, Tennis
Germany;8/25/1990;Public;Bachelors;Never Married; Male;25;33676;2007;false;Others, Others, Tennis
Italy;7/9/1979;Public;Bachelors;Married; Female;31;6399;1166;false;Others, Volkswagen, Non
Portugal;12/4/1973;Public;Bachelors;Married; Female;17;6544;1048;false;Iphone, Ford, Football
Spain;7/19/1970;Unknown;High School;Separated; Male;19,5;7852;852;true;iPhone, Volkswagen, Non
Germany;6/19/1985;Private;Bachelors;Married; Male;38;8840;1754;true;iPhone, Honda, Football
Germany;8/29/1970;Public;High School;Married; Male;26;8441;1901;true;Samsung, Others, Paddle
Portugal;8/25/1970;Private;Bachelors;Divorced; Female;21,5;3670;1001;false;iPhone, Others, Basketball
Portugal;12/31/1977;Self Employed;High School;Never Married; Male;17;52454;3279;false;iPhone, BMW, Football
Spain;11/26/1983;Public;Doctorate;Separated; Male;16,5;4546;514;false;Samsung, Ford, Football
Portugal;4/20/1974;Private;Masters;Never Married; Male;22;91220;6583;false;iPhone, Volkswagen, Tennis
